stock_number,vehicle_id,vex_id,created_at,name,description,package_name,price,photo_url
2000563948,1441709,25659,2020-05-15 22:51:21,Heated Steering Wheel,NULL,Heated Seats and Wheel Group,545,https://cvnavexgateway.blob.core.windows.net/vex-25659/details/218209.jpg
2000564033,1441779,28048,2020-05-22 21:14:59,Uconnect Voice Command with Bluetooth,Uconnect Voice Command with Bluetooth,Connectivity Group,695,https://cvnavexgateway.blob.core.windows.net/vex-28048/details/281393.jpg
2000564033,1441779,28048,2020-05-22 21:14:59,Heated Seats,Heated Front Seats,Cold Weather Group,1395,https://cvnavexgateway.blob.core.windows.net/vex-28048/details/281394.jpg
2000564144,1441285,25653,2020-05-15 22:39:34,Big Horn Package 22S,NULL,NULL,2700,https://cvnavexgateway.blob.core.windows.net/vex-25653/details/218049.jpg
2000564174,1440200,25560,2020-05-15 18:03:42,Big Horn Package 22S,NULL,Big Horn Package 22S,2700,https://cvnavexgateway.blob.core.windows.net/vex-25560/details/215998.jpg
2000564174,1440200,25560,2020-05-15 18:03:42,Uconnect 4C NAV with 8.4-Inch Display,Uconnect 4C NAV with 8.4-Inch Display,Uconnect 4C NAV with 8.4-Inch Display,795,https://cvnavexgateway.blob.core.windows.net/vex-25560/details/215986.jpg
2000564222,1441226,25656,2020-05-15 22:46:15,Cold Weather package,NULL,Cold Weather Package,750,https://cvnavexgateway.blob.core.windows.net/vex-25656/details/218135.jpg
2000564383,1441790,28645,2020-05-26 20:29:24,Uconnect Voice Command with Bluetooth,Uconnect Voice Command with Bluetooth,Connectivity Group,695,https://cvnavexgateway.blob.core.windows.net/vex-28645/details/296892.jpg
2000564635,1441401,28694,2020-05-26 20:57:29,Universal Garage Door Opener,NULL,Security and Convenience Group,2000,https://cvnavexgateway.blob.core.windows.net/vex-28694/details/298087.jpg
2000564635,1441401,28694,2020-05-26 20:57:29,Heated Steering Wheel,NULL,Security and Convenience Group,2000,https://cvnavexgateway.blob.core.windows.net/vex-28694/details/298086.jpg
2000564635,1441401,28694,2020-05-26 20:57:29,Uconnect 4C NAV with 8.4-Inch Display,Uconnect 4C NAV with 8.4-Inch Display,18-Inch Wheel and 8.4-Inch Radio Group,1795,https://cvnavexgateway.blob.core.windows.net/vex-28694/details/298085.jpg
2000564635,1441401,28694,2020-05-26 20:57:29,Heated Seats,Heated Front Seats,Security and Convenience Group,2000,https://cvnavexgateway.blob.core.windows.net/vex-28694/details/298081.jpg
2000564853,1441466,28681,2020-05-26 20:53:26,High Altitude Package,NULL,Customer Preferred Package 24G,1045,https://cvnavexgateway.blob.core.windows.net/vex-28681/details/297763.jpg
2000564853,1441466,28681,2020-05-26 20:53:26,Power Express Open / Close Sunroof,Power Express Open / Close Sunroof,Customer Preferred Package 24G,1045,https://cvnavexgateway.blob.core.windows.net/vex-28681/details/297760.jpg
2000564853,1441466,28681,2020-05-26 20:53:26,Seat Controls,Power 6-Way Driver Seat,Customer Preferred Package 24G,1045,https://cvnavexgateway.blob.core.windows.net/vex-28681/details/297770.jpg
2000564870,1441628,25591,2020-05-15 19:01:30,Sunroof,Power sunroof,NULL,1095,https://cvnavexgateway.blob.core.windows.net/vex-25591/details/216671.jpg
2000564990,1443740,28052,2020-05-22 21:26:16,Blind Spot Warning,Blind Spot Warning (BSW),Driver's Assist Package,1020,https://cvnavexgateway.blob.core.windows.net/vex-28052/details/281502.jpg
2000564990,1443740,28052,2020-05-22 21:26:16,Navigation,"NissanConnectTM w/ Navigation & Mobile Apps 5.8"" Color Touch-Screen Display",Driver's Assist Package,1020,https://cvnavexgateway.blob.core.windows.net/vex-28052/details/281505.jpg
2000565060,1441172,25556,2020-05-15 17:45:02,CommandView DualPane Panoramic Sunroof,CommandView Dual-Pane Panoramic Sunroof,NULL,1755,https://cvnavexgateway.blob.core.windows.net/vex-25556/details/215864.jpg
2000565060,1441172,25556,2020-05-15 17:45:02,GPS Navigation,GPS Navigation,Uconnect 3C NAV with 8.4-Inch Display,1295,https://cvnavexgateway.blob.core.windows.net/vex-25556/details/215859.jpg
2000565293,1442813,25603,2020-05-15 19:33:02,EyeSight + Navigation System + High Beam Assist + Reverse Auto Braking + HID Headlights,NULL,NULL,1995,https://cvnavexgateway.blob.core.windows.net/vex-25603/details/216968.jpg
2000565364,1442239,28804,2020-05-26 21:37:39,Seat Controls,Power 8-Way Driver Seat / Manual Passenger Seat,Easy Collection 2,1600,https://cvnavexgateway.blob.core.windows.net/vex-28804/details/300579.jpg
2000565364,1442239,28804,2020-05-26 21:37:39,Blind Spot Warning,Blind Spot and Cross Path Detection,Easy Collection 2,1600,https://cvnavexgateway.blob.core.windows.net/vex-28804/details/300586.jpg
2000565364,1442239,28804,2020-05-26 21:37:39,Heated Seats,Heated Front Seats,Easy Collection 2,1600,https://cvnavexgateway.blob.core.windows.net/vex-28804/details/300581.jpg
2000565364,1442239,28804,2020-05-26 21:37:39,Heated Steering Wheel,NULL,Easy Collection 2,1600,https://cvnavexgateway.blob.core.windows.net/vex-28804/details/300582.jpg
2000565364,1442239,28804,2020-05-26 21:37:39,Backup Camera,ParkView Rear Back-Up Camera,Easy Collection 2,1600,https://cvnavexgateway.blob.core.windows.net/vex-28804/details/300580.jpg
2000565640,1441334,25561,2020-05-15 18:17:34,Power moonroof with rear fixed skylight,Power moonroof with rear fixed skylight,NULL,1400,https://cvnavexgateway.blob.core.windows.net/vex-25561/details/216023.jpg
2000565640,1441334,25561,2020-05-15 18:17:34,Navigation,Buick IntelliLink with Navigation,NULL,1240,https://cvnavexgateway.blob.core.windows.net/vex-25561/details/216025.jpg
2000565674,1445817,27987,2020-05-22 14:14:42,Seat Controls,Power 8-Way Driver Seat / Manual Passenger Seat,Customer Preferred Package 23E,2000,https://cvnavexgateway.blob.core.windows.net/vex-27987/details/279986.jpg
2000565696,1447078,28594,2020-05-26 20:00:42,Power Express Open / Close Sunroof,Power Express Open / Close Sunroof,Customer Preferred Package 23G,1045,https://cvnavexgateway.blob.core.windows.net/vex-28594/details/295775.jpg
2000565696,1447078,28594,2020-05-26 20:00:42,Seat Controls,Power 6-Way Driver Seat,Customer Preferred Package 23G,1045,https://cvnavexgateway.blob.core.windows.net/vex-28594/details/295771.jpg
2000565696,1447078,28594,2020-05-26 20:00:42,High Altitude Package,NULL,Customer Preferred Package 23G,1045,https://cvnavexgateway.blob.core.windows.net/vex-28594/details/295769.jpg
2000565720,1441319,25393,2020-05-14 23:11:51,Seat Controls,Power 8-Way Driver Seat / Manual Passenger Seat,Customer Preferred Package 23E,2000,https://cvnavexgateway.blob.core.windows.net/vex-25393/details/211526.jpg
2000565791,1446188,28771,2020-05-26 21:25:00,Navigation,Garmin Navigation System,Nav & Sun Group,1995,https://cvnavexgateway.blob.core.windows.net/vex-28771/details/299819.jpg
2000565791,1446188,28771,2020-05-26 21:25:00,Universal Garage Door Opener,NULL,Nav & Sun Group,1995,https://cvnavexgateway.blob.core.windows.net/vex-28771/details/299813.jpg
2000565795,1442832,25635,2020-05-15 22:10:14,DVD Player,Blu-ray / DVD Player,Uconnect Theater with Wireless Streaming,1995,https://cvnavexgateway.blob.core.windows.net/vex-25635/details/217668.jpg
2000565819,1442499,25620,2020-05-15 21:05:22,Uconnect 4C NAV with 8.4-Inch Display,Uconnect 4C NAV with 8.4-Inch Display,18-Inch Wheel and 8.4-Inch Radio Group,1795,https://cvnavexgateway.blob.core.windows.net/vex-25620/details/217293.jpg
2000565819,1442499,25620,2020-05-15 21:05:22,Seat Controls,Power 8-Way Driver Seat / Manual Passenger Seat,Customer Preferred Package 2BE,2000,https://cvnavexgateway.blob.core.windows.net/vex-25620/details/217302.jpg
2000565821,1447980,28769,2020-05-26 21:24:06,Blind Spot Warning,Blind Spot and Cross Path Detection,Driver Confidence Group,1095,https://cvnavexgateway.blob.core.windows.net/vex-28769/details/299759.jpg
2000565821,1447980,28769,2020-05-26 21:24:06,Backup Camera,ParkSense Rear Park Assist System,Driver Confidence Group,1095,https://cvnavexgateway.blob.core.windows.net/vex-28769/details/299762.jpg
2000565822,1441203,28668,2020-05-26 20:46:50,CommandView DualPane Panoramic Sunroof,CommandView Dual-Pane Panoramic Sunroof,NULL,1755,https://cvnavexgateway.blob.core.windows.net/vex-28668/details/297456.jpg
2000565836,1442179,28053,2020-05-22 21:28:40,Sunroof,Power sunroof,NULL,1095,https://cvnavexgateway.blob.core.windows.net/vex-28053/details/281531.jpg
2000565836,1442179,28053,2020-05-22 21:28:40,GPS Navigation,GPS Navigation,Uconnect 8.4 NAV,1295,https://cvnavexgateway.blob.core.windows.net/vex-28053/details/281530.jpg
2000565994,1441870,28699,2020-05-26 21:00:12,Navigation,Audi MMI Navigation plus with MMI touch,Premium Plus package,4000,https://cvnavexgateway.blob.core.windows.net/vex-28699/details/298228.jpg
2000565994,1441870,28699,2020-05-26 21:00:12,Heated Rear Seats,Heated steering wheel and heated rear seats,Cold weather package,500,https://cvnavexgateway.blob.core.windows.net/vex-28699/details/298230.jpg
2000566104,1442393,28746,2020-05-26 21:13:21,Navigation,NULL,NULL,0,https://cvnavexgateway.blob.core.windows.net/vex-28746/details/299233.jpg
2000566104,1442393,28746,2020-05-26 21:13:21,Heated & Ventilated Front Seats,Heated & Ventilated Front Seats,NULL,0,https://cvnavexgateway.blob.core.windows.net/vex-28746/details/299238.jpg
2000566104,1442393,28746,2020-05-26 21:13:21,Blind Spot Monitor With Rear Cross Traffic Alert Power Retracting/Auto Dimming Outer Mirrors,Blind Spot Monitor with Rear Cross-Traffic Alert power retracting/auto-dimming outer mirrors,NULL,0,https://cvnavexgateway.blob.core.windows.net/vex-28746/details/299232.jpg
2000566132,1442396,28712,2020-05-26 21:04:51,Backup Camera,Top view camera system,Vision package,2000,https://cvnavexgateway.blob.core.windows.net/vex-28712/details/298523.jpg
2000566132,1442396,28712,2020-05-26 21:04:51,Audi MMI Navigation pius with MMI touch,NULL,Premium Plus package,4000,https://cvnavexgateway.blob.core.windows.net/vex-28712/details/298516.jpg
2000566132,1442396,28712,2020-05-26 21:04:51,Tow Hitch,Towing Package,NULL,550,https://cvnavexgateway.blob.core.windows.net/vex-28712/details/298503.jpg
2000566132,1442396,28712,2020-05-26 21:04:51,Heated & Cooled Seats,Heated and ventilated front seats with four-way power lumbar,Warm weather package,1600,https://cvnavexgateway.blob.core.windows.net/vex-28712/details/298514.jpg
2000566132,1442396,28712,2020-05-26 21:04:51,Rear heated Seats,Heated steering wheel and heated rear seats,Cold weather package,500,https://cvnavexgateway.blob.core.windows.net/vex-28712/details/298525.jpg
2000566226,1442342,28776,2020-05-26 21:26:05,Navigation,Infiniti InTouchTM with Navigation and Voice Recognition,Premium Plus Package,1650,https://cvnavexgateway.blob.core.windows.net/vex-28776/details/299930.jpg
2000566242,1441887,28672,2020-05-26 20:47:53,Navigation,Navigation System,Premium Plus Package,2000,https://cvnavexgateway.blob.core.windows.net/vex-28672/details/297550.jpg
2000566242,1441887,28672,2020-05-26 20:47:53,Maple interior accents,NULL,Premium Package,700,https://cvnavexgateway.blob.core.windows.net/vex-28672/details/297533.jpg
2000566330,1442369,28013,2020-05-22 16:23:27,Color Touch Navigation with IntelliLink,Color Touch Navigation with IntelliLink,NULL,495,https://cvnavexgateway.blob.core.windows.net/vex-28013/details/280647.jpg
2000566330,1442369,28013,2020-05-22 16:23:27,Sunroof,Power sunroof,NULL,995,https://cvnavexgateway.blob.core.windows.net/vex-28013/details/280645.jpg
2000566342,1442863,28796,2020-05-26 21:32:53,Backup Camera,"6.1"" touch-screen display w/integrated backup",Radio: Entune Display Audio,0,https://cvnavexgateway.blob.core.windows.net/vex-28796/details/300380.jpg
2000566759,1441918,25625,2020-05-15 21:28:46,Sunroof,Power sunroof,NULL,1095,https://cvnavexgateway.blob.core.windows.net/vex-25625/details/217422.jpg
2000566759,1441918,25625,2020-05-15 21:28:46,Uconnect 8.4 NAV,NULL,Uconnect 8.4 NAV,1295,https://cvnavexgateway.blob.core.windows.net/vex-25625/details/217425.jpg
2000566837,1448469,28703,2020-05-26 21:02:30,GPS Navigation,GPS Navigation,Uconnect 8.4 NAV,1295,https://cvnavexgateway.blob.core.windows.net/vex-28703/details/298313.jpg
2000566837,1448469,28703,2020-05-26 21:02:30,Sunroof,Power sunroof,NULL,1095,https://cvnavexgateway.blob.core.windows.net/vex-28703/details/298311.jpg
2000566842,1446204,28736,2020-05-26 21:11:29,Sunroof,Power sunroof,NULL,1050,https://cvnavexgateway.blob.core.windows.net/vex-28736/details/299009.jpg
2000566891,1448889,28676,2020-05-26 20:50:41,Blind Spot Warning,Blind Spot Warning (BSW),Sl Premium Package,2280,https://cvnavexgateway.blob.core.windows.net/vex-28676/details/297647.jpg
2000566891,1448889,28676,2020-05-26 20:50:41,Power Sliding Moonroof,NULL,Sl Premium Package,2280,https://cvnavexgateway.blob.core.windows.net/vex-28676/details/297641.jpg
2000566891,1448889,28676,2020-05-26 20:50:41,Lane Departure Warning,NULL,Platinum Package,570,https://cvnavexgateway.blob.core.windows.net/vex-28676/details/297639.jpg
2000566947,1442105,28743,2020-05-26 21:12:44,CommandView DualPane Panoramic Sunroof,CommandView Dual-Pane Panoramic Sunroof,NULL,1755,https://cvnavexgateway.blob.core.windows.net/vex-28743/details/299151.jpg
2000566947,1442105,28743,2020-05-26 21:12:44,GPS Navigation,GPS Navigation,Uconnect 8.4 NAV,1195,https://cvnavexgateway.blob.core.windows.net/vex-28743/details/299153.jpg
2000566955,1444135,25657,2020-05-15 22:47:42,Hill Descent Control,NULL,5-Speed Automatic Transmission,1350,https://cvnavexgateway.blob.core.windows.net/vex-25657/details/218160.jpg
2000566955,1444135,25657,2020-05-15 22:47:42,Heated Seats,Heated Front Seats,NULL,395,https://cvnavexgateway.blob.core.windows.net/vex-25657/details/218161.jpg
2000567118,1441943,25389,2020-05-14 23:00:16,Backup Camera,NULL,LX SDR Popular Plus Package,1800,https://cvnavexgateway.blob.core.windows.net/vex-25389/details/211427.jpg
2000567118,1441943,25389,2020-05-14 23:00:16,Infotainment System,UVO eServices Infotainment System,LX SDR Popular Plus Package,1800,https://cvnavexgateway.blob.core.windows.net/vex-25389/details/211432.jpg
2000567123,1442263,28050,2020-05-22 21:22:27,Navigation,Infiniti InTouchTM with Navigation with Lane Guidance and 3D building graphics,Premium Plus Package,2900,https://cvnavexgateway.blob.core.windows.net/vex-28050/details/281445.jpg
2000567123,1442263,28050,2020-05-22 21:22:27,Heated Steering Wheel,NULL,Premium Package,1800,https://cvnavexgateway.blob.core.windows.net/vex-28050/details/281446.jpg
2000567123,1442263,28050,2020-05-22 21:22:27,Seat Memory System,"Dual occupant memory system for driver's seat, steering wheel and outside mirrors",Premium Package,1800,https://cvnavexgateway.blob.core.windows.net/vex-28050/details/281443.jpg
2000567780,1446228,28708,2020-05-26 21:03:49,High Altitude Package,NULL,Customer Preferred Package 23G,1145,https://cvnavexgateway.blob.core.windows.net/vex-28708/details/298416.jpg
2000567780,1446228,28708,2020-05-26 21:03:49,Power Express Open / Close Sunroof,Power Express Open / Close Sunroof,Customer Preferred Package 23G,1145,https://cvnavexgateway.blob.core.windows.net/vex-28708/details/298410.jpg
2000568032,1442550,25584,2020-05-15 18:57:30,Seat Controls,Power Driver Seat w/ Power Lumbar Support,Popular Equipment Package,750,https://cvnavexgateway.blob.core.windows.net/vex-25584/details/216527.jpg
2000568130,1442036,25596,2020-05-15 19:12:58,Seat Controls,Power Driver Seat w/ Power Lumbar Support,Popular Equipment Package,750,https://cvnavexgateway.blob.core.windows.net/vex-25596/details/216803.jpg
2000568354,1444251,25654,2020-05-15 22:41:16,Hill Descent Control,NULL,5-Speed Automatic Transmission,1400,https://cvnavexgateway.blob.core.windows.net/vex-25654/details/218080.jpg
2000568354,1444251,25654,2020-05-15 22:41:16,Connectivity Group,NULL,Connectivity Group,695,https://cvnavexgateway.blob.core.windows.net/vex-25654/details/218091.jpg
2000568354,1444251,25654,2020-05-15 22:41:16,Tow Hitch,Trailer Tow with 4-Pin Connector Wiring,Trailer Tow Group,495,https://cvnavexgateway.blob.core.windows.net/vex-25654/details/218074.jpg
2000568560,1443282,25631,2020-05-15 22:03:05,Hill Descent Control,NULL,5-Speed Automatic Transmission,1400,https://cvnavexgateway.blob.core.windows.net/vex-25631/details/217571.jpg
2000568617,1442047,28088,2020-05-22 22:17:19,Sunroof,Panoramic Sunroof,EX Premium Package,3300,https://cvnavexgateway.blob.core.windows.net/vex-28088/details/282316.jpg
2000568617,1442047,28088,2020-05-22 22:17:19,Backup Camera,NULL,EX Premium Package,3300,https://cvnavexgateway.blob.core.windows.net/vex-28088/details/282317.jpg
2000568617,1442047,28088,2020-05-22 22:17:19,Blind Spot Detection System,NULL,EX/SX Technology Package,2400,https://cvnavexgateway.blob.core.windows.net/vex-28088/details/282312.jpg
2000568617,1442047,28088,2020-05-22 22:17:19,Navigation,Navigation with SIRIUSXM + Services,EX/SX Technology Package,2400,https://cvnavexgateway.blob.core.windows.net/vex-28088/details/282315.jpg
2000568617,1442047,28088,2020-05-22 22:17:19,Heated Steering Wheel,NULL,EX Premium Package,3300,https://cvnavexgateway.blob.core.windows.net/vex-28088/details/282319.jpg
2000568617,1442047,28088,2020-05-22 22:17:19,Heated Outboard Rear Seats,NULL,EX Premium Package,3300,https://cvnavexgateway.blob.core.windows.net/vex-28088/details/282305.jpg
2000568617,1442047,28088,2020-05-22 22:17:19,Heated And Ventilated Front Seats,Heated and Ventilated Front Seats,EX Premium Package,3300,https://cvnavexgateway.blob.core.windows.net/vex-28088/details/282311.jpg
2000568651,1443287,25575,2020-05-15 18:37:35,Seat Controls,Power Driver Seat w/ Power Lumbar Support,Popular Equipment Package,750,https://cvnavexgateway.blob.core.windows.net/vex-25575/details/216333.jpg
2000568826,1443300,25616,2020-05-15 21:02:06,CONVENIENCE PACKAGE,NULL,Convenience Package,650,https://cvnavexgateway.blob.core.windows.net/vex-25616/details/217212.jpg
2000568826,1443300,25616,2020-05-15 21:02:06,Color Touch Navigation with IntelliLink,Color Touch Navigation with IntelliLink,NULL,495,https://cvnavexgateway.blob.core.windows.net/vex-25616/details/217215.jpg
2000568993,1444873,28069,2020-05-22 21:51:58,Power moonroof with rear fixed skylight,Power moonroof with rear fixed skylight,NULL,1400,https://cvnavexgateway.blob.core.windows.net/vex-28069/details/281898.jpg
2000569287,1442690,25633,2020-05-15 22:07:58,Backup Camera,Rearview Camera w/ Dynamic Guidelines,Popular Equipment Package,800,https://cvnavexgateway.blob.core.windows.net/vex-25633/details/217614.jpg
2000569661,1446705,28636,2020-05-26 20:25:04,Seat Controls,Power 8-Way Driver Seat / Manual Passenger Seat,Customer Preferred Package 23E,2000,https://cvnavexgateway.blob.core.windows.net/vex-28636/details/296704.jpg
2000569847,1445502,28656,2020-05-26 20:35:28,Moonroof,Moonroof,NULL,1000,https://cvnavexgateway.blob.core.windows.net/vex-28656/details/297136.jpg
2000569847,1445502,28656,2020-05-26 20:35:28,Dim Mirror/Com w/Homelink,Dimming Mirror/Compass w/ Homelink,NULL,342,https://cvnavexgateway.blob.core.windows.net/vex-28656/details/297132.jpg
2000569856,1443003,25541,2020-05-15 16:37:56,CommandView DualPane Panoramic Sunroof,CommandView Dual-Pane Panoramic Sunroof,NULL,1755,https://cvnavexgateway.blob.core.windows.net/vex-25541/details/215470.jpg
2000569856,1443003,25541,2020-05-15 16:37:56,Uconnect 8.4 NAV,NULL,Uconnect 8.4 NAV,1195,https://cvnavexgateway.blob.core.windows.net/vex-25541/details/215467.jpg
2000569893,1444909,28099,2020-05-22 22:29:50,Navigation,Infiniti Intouch With Navigation,Navigation Package,1850,https://cvnavexgateway.blob.core.windows.net/vex-28099/details/282559.jpg
2000569893,1444909,28099,2020-05-22 22:29:50,Panoramic Moonroof,Panoramic Moonroof,Technology Package,2200,https://cvnavexgateway.blob.core.windows.net/vex-28099/details/282555.jpg
2000569936,1443004,28056,2020-05-22 21:35:59,Universal Garage Door Opener,Universal Home Remote that allows you to program up to 3 different devices,Style and Technology Package,1250,https://cvnavexgateway.blob.core.windows.net/vex-28056/details/281589.jpg
2000569936,1443004,28056,2020-05-22 21:35:59,Heated Seats,Heated driver and front passenger seats,Style and Technology Package,1250,https://cvnavexgateway.blob.core.windows.net/vex-28056/details/281588.jpg
2000570461,1445004,28752,2020-05-26 21:17:22,Seat Controls,Power driver's seats w/ seatback pocket,GT PREMIUM PACKAGE,2600,https://cvnavexgateway.blob.core.windows.net/vex-28752/details/299371.jpg
2000570461,1445004,28752,2020-05-26 21:17:22,Sunroof,Power glass sunroof w/ tilt and slide function,GT PREMIUM PACKAGE,2600,https://cvnavexgateway.blob.core.windows.net/vex-28752/details/299372.jpg
2000571765,1448595,28790,2020-05-26 21:29:07,Heated Steering Wheel,NULL,Cold Weather Group,795,https://cvnavexgateway.blob.core.windows.net/vex-28790/details/300210.jpg
2000571765,1448595,28790,2020-05-26 21:29:07,Heated Seats,Heated Front Seats,Cold Weather Group,795,https://cvnavexgateway.blob.core.windows.net/vex-28790/details/300214.jpg
2000573138,1448193,28545,2020-05-26 18:16:18,Backup Camera,Rearview Camera w/ Dynamic Guidelines,Popular Equipment Package,800,https://cvnavexgateway.blob.core.windows.net/vex-28545/details/294493.jpg
2000573477,1447053,28745,2020-05-26 21:13:19,Seat Memory System,Dual occupant memory system for driver's seat,Premium Package,900,https://cvnavexgateway.blob.core.windows.net/vex-28745/details/299197.jpg
2000573477,1447053,28745,2020-05-26 21:13:19,Universal Garage Door Opener,Auto-dimming inside mirror with Homelink Universal Transceiver,Premium Package,900,https://cvnavexgateway.blob.core.windows.net/vex-28745/details/299193.jpg
2000573477,1447053,28745,2020-05-26 21:13:19,Navigation,Navigation System,Premium Plus Package,2000,https://cvnavexgateway.blob.core.windows.net/vex-28745/details/299213.jpg
2000573524,1446512,28726,2020-05-26 21:07:49,Moonroof,Moonroof,NULL,1050,https://cvnavexgateway.blob.core.windows.net/vex-28726/details/298789.jpg
2000573595,1448087,28063,2020-05-22 21:48:18,DualPane Power Sunroof,Dual-Pane Power Sunroof,Premium Package,1495,https://cvnavexgateway.blob.core.windows.net/vex-28063/details/281772.jpg
2000573793,1448785,28794,2020-05-26 21:30:54,Hill Descent Control,NULL,8-Speed Automatic Transmission,2000,https://cvnavexgateway.blob.core.windows.net/vex-28794/details/300316.jpg
2000573793,1448785,28794,2020-05-26 21:30:54,GPS Navigation,GPS Navigation,Electronic Infotainment System Group,1495,https://cvnavexgateway.blob.core.windows.net/vex-28794/details/300319.jpg
2000580084,1454915,44618,2020-06-18 22:14:49,Seat Controls,Power Driver Seat w/ Power Lumbar Support,Popular Equipment Package,750,https://cvnavexgateway.blob.core.windows.net/vex-44618/details/702721.jpg